"player_id","player_fullname","injury_location","injury_category","injury_timing","injury_type","effective_start_of_injury","effective_end_of_injury","season"
11765,Patrick Mahomes,Brain,Nervous System,Unknown,Concussion,2021-01-20,2021-01-27,2020
34001,Ronald Jones,Quadricep,Soft Tissue,Game,Unknown,2021-01-05,2021-01-27,2020
121537,Lincoln Pare,Elbow,Unknown,Unknown,Unknown,2020-12-03,2021-02-01,2020
1725,Philip Rivers,Toe,Unknown,Game,Unknown,2020-11-25,2021-02-14,2020
7024,Melvin Ingram III,Knee,Unknown,Game,Unknown,2020-11-25,2021-02-14,2020
7835,Jamar Taylor,Knee - ACL,Soft Tissue,Game,Tear,2020-11-29,2021-02-14,2020
10751,Pharoh Cooper,Ribs,Unknown,Game,Unknown,2020-09-16,2020-09-22,2020
49377,Donte Jackson,Ankle,Unknown,Game,Unknown,2020-09-16,2020-09-22,2020
10690,Cody Whitehair,Calf,Soft Tissue,Game,Unknown,2020-10-28,2020-11-25,2020
56167,Keisean Nixon,Groin,Soft Tissue,Game,Unknown,2020-11-11,2020-11-25,2020
35134,Damien Harris,Ankle,Unknown,Game,Unknown,2020-10-28,2020-11-25,2020
21702,Kemoko Turay,Ankle,Unknown,Game,Unknown,2020-11-18,2020-11-25,2020
9469,T.J. Yeldon,Back,Unknown,Game,Unknown,2020-11-04,2020-11-25,2020
9561,Jon Feliciano,Back,Unknown,Game,Unknown,2020-11-11,2020-11-25,2020
47164,Chris Herndon,Back,Unknown,Game,Unknown,2020-11-25,2020-12-02,2020
10000,Bryce Callahan,Unknown Illness,Infectious,Unknown,Unknown,2020-11-20,2020-11-25,2020
11353,Antonio Hamilton Sr.,Hamstring,Soft Tissue,Game,Unknown,2020-11-18,2020-11-25,2020
11768,Haason Reddick,Neck,Unknown,Game,Unknown,2020-11-16,2020-11-25,2020
61103,Jerry Jeudy,Achillies,Soft Tissue,Game,Unknown,2020-11-25,2020-12-02,2020
9891,DeShawn Williams,Ankle,Unknown,Unknown,Unknown,2020-11-20,2020-11-25,2020
66448,Matt Gono,Unknown Illness,Infectious,Unknown,Unknown,2020-11-18,2020-11-25,2020
6385,Lawrence Guy Sr.,Knee,Unknown,Practice,Unknown,2020-11-05,2020-11-25,2020
49564,Rock Ya-Sin,Unknown Illness,Infectious,Unknown,Unknown,2020-11-25,2020-12-02,2020
50720,Josey Jewell,Ankle,Unknown,Game,Unknown,2020-11-25,2020-12-02,2020
83964,Kyle Pitts,Brain,Nervous System,Unknown,Concussion,2020-11-11,2020-12-02,2020
29623,Logan Wilson,Neck,Unknown,Game,Unknown,2020-11-25,2020-12-02,2020
11855,Jonnu Smith,Ankle,Unknown,Game,Unknown,2020-11-25,2020-12-02,2020
10688,Mackensie Alexander,Hamstring,Soft Tissue,Game,Unknown,2020-11-25,2020-12-02,2020
5410,Demar Dotson,Calf,Soft Tissue,Game,Unknown,2020-11-25,2020-12-02,2020
122555,Jalon Daniels,Ankle,Unknown,Unknown,Unknown,2020-11-09,2020-12-02,2020
97268,Zay Flowers,Shoulder,Unknown,Unknown,Unknown,2020-11-15,2020-12-02,2020
83533,Phil Jurkovec,Shoulder,Unknown,Unknown,Unknown,2020-11-15,2020-12-02,2020
98508,Jared Wiley,Shoulder,Unknown,Unknown,Unknown,2020-11-18,2020-12-02,2020
61034,Cade Brewer,Chest,Unknown,Unknown,Unknown,2020-11-18,2020-12-02,2020
41113,Stewart Reese,Shoulder,Unknown,Unknown,Unknown,2020-11-11,2020-12-02,2020
43309,Garrett Crall,Foot,Unknown,Unknown,Unknown,2020-10-25,2020-12-02,2020
77632,Trevor Lawrence,Unknown,Infectious,Unknown,Unknown,2020-10-30,2020-12-02,2020
121926,Danny Gray,Unknown Shoulder and Arm,Unknown,Unknown,Unknown,2020-11-18,2020-12-02,2020
40976,Tommy Kraemer,Appendix,Infectious,Unknown,Unknown,2020-11-22,2020-12-02,2020
39949,Darien Rencher,Unknown,Infectious,Unknown,Infection,2020-11-15,2020-12-02,2020
41467,Thomas MacVittie,Shoulder,Unknown,Unknown,Unknown,2020-10-25,2020-12-02,2020
124056,Torrance Davis,Knee,Unknown,Unknown,Unknown,2020-11-14,2020-12-02,2020
56732,Kobie Whiteside,Unknown Leg,Unknown,Unknown,Unknown,2020-10-13,2020-12-02,2020
98852,Demani Richardson,Unknown,Infectious,Unknown,Infection,2020-11-10,2020-12-02,2020
99146,Isaiah Spiller,Unknown Leg,Unknown,Unknown,Unknown,2020-11-10,2020-12-02,2020
129669,Ky Thomas,Unknown Shoulder and Arm,Unknown,Unknown,Unknown,2020-11-25,2020-12-02,2020
7649,Josh Norman,Unknown Illness,Infectious,Unknown,Unknown,2020-11-25,2020-12-03,2020
56369,A.J. Epenesa,Brain,Unknown,Game,Unknown,2020-11-25,2020-12-03,2020
35883,Dawson Knox,Hamstring,Soft Tissue,Game,Unknown,2020-11-25,2020-12-03,2020
45741,Kalen Ballage,Calf,Soft Tissue,Game,Unknown,2020-11-25,2020-12-04,2020
50084,Uchenna Nwosu,Shoulder,Unknown,Game,Unknown,2020-11-25,2020-12-04,2020
49196,Jordan Whitehead,Elbow,Unknown,Game,Unknown,2020-09-16,2020-09-22,2020
10637,Joey Bosa,Brain,Nervous System,Game,Concussion,2020-11-04,2020-11-25,2020
9680,Darryl Roberts,Calf,Soft Tissue,Game,Unknown,2020-09-16,2020-09-22,2020
49355,Isaac Yiadom,Calf,Soft Tissue,Unknown,Unknown,2020-11-13,2020-11-25,2020
9659,Bobby Hart,Knee,Unknown,Game,Unknown,2020-10-28,2020-11-25,2020
50892,Roquan Smith,Back,Unknown,Unknown,Unknown,2020-11-12,2020-11-25,2020
46048,Isaiah Wynn,Ankle,Unknown,Practice,Unknown,2020-11-05,2020-11-25,2020
11932,Trent Taylor,Back,Unknown,Game,Unknown,2020-11-11,2020-11-25,2020
57809,Ventrell Miller,Shoulder,Unknown,Unknown,Unknown,2020-11-21,2020-12-02,2020
98253,Derek Stingley Jr.,Unknown Head and Neck,Unknown,Unknown,Unknown,2020-11-22,2020-12-02,2020
5585,Golden Tate,Knee,Unknown,Practice,Unknown,2020-11-12,2020-11-25,2020
5702,Sam Young,Back,Unknown,Game,Unknown,2020-11-18,2020-11-25,2020
122142,Bryan Bresee,Unknown Leg,Unknown,Unknown,Unknown,2020-11-22,2020-12-02,2020
47257,Durham Smythe,Knee,Unknown,Game,Unknown,2020-11-18,2020-11-25,2020
51282,Mike Edwards,Quadricep,Soft Tissue,Unknown,Unknown,2020-11-19,2020-11-25,2020
44920,Olamide Zaccheaus,Knee,Unknown,Unknown,Unknown,2020-11-20,2020-11-25,2020
47417,River Cracraft,Quadricep,Soft Tissue,Game,Contusion Bruise,2020-11-11,2020-11-25,2020
10110,Quinton Spain,Foot,Unknown,Practice,Unknown,2020-10-15,2020-11-25,2020
49434,Julian Blackmon,Knee,Unknown,Game,Unknown,2020-11-18,2020-11-25,2020
49116,Jalen Thompson,Shoulder,Unknown,Game,Unknown,2020-11-16,2020-11-25,2020
42845,Terrell Lewis,Unknown Illness,Infectious,Unknown,Unknown,2020-11-21,2020-11-25,2020
42512,Chris Jackson,Unknown Illness,Infectious,Unknown,Unknown,2020-11-18,2020-11-25,2020
51596,Kenny Moore II,Ribs,Unknown,Game,Unknown,2020-11-18,2020-11-25,2020
60995,Cole Kmet,Groin,Soft Tissue,Practice,Unknown,2020-11-05,2020-11-25,2020
9658,Jake Rodgers,Shoulder,Unknown,Game,Unknown,2020-11-11,2020-11-25,2020
9637,Darren Waller,Back,Unknown,Game,Unknown,2020-11-11,2020-11-25,2020
10682,Jason Spriggs,Knee,Unknown,Unknown,Unknown,2020-11-12,2020-11-25,2020
9035,Senorise Perry,Knee,Unknown,Game,Unknown,2020-11-18,2020-11-25,2020
11782,Tre'Davious White,Ankle,Unknown,Game,Unknown,2020-11-11,2020-11-25,2020
13014,Darrel Williams,Unknown Illness,Infectious,Unknown,Unknown,2020-11-19,2020-11-25,2020
49023,Josh Woods,Calf,Soft Tissue,Unknown,Unknown,2020-11-12,2020-11-25,2020
49023,Josh Woods,Ankle,Unknown,Unknown,Unknown,2020-11-12,2020-11-25,2020
8702,Billy Turner,Calf,Soft Tissue,Game,Unknown,2020-11-18,2020-11-25,2020
9559,Mike Davis,Thumb,Skeletal,Game,Dislocation,2020-11-18,2020-11-25,2020
99154,D.J. Williams,Unknown Lower Body,Unknown,Unknown,Unknown,2020-12-06,2020-12-23,2020
42135,T.J. Vasher,Knee,Unknown,Unknown,Unknown,2020-12-05,2021-02-01,2020
11788,Kevin King,Quadricep,Soft Tissue,Practice,Unknown,2020-10-15,2020-11-25,2020
10346,Erik Harris,Ribs,Unknown,Game,Unknown,2020-11-18,2020-11-25,2020
12078,Mo Alie-Cox,Knee,Unknown,Game,Unknown,2020-10-14,2020-11-25,2020
8726,John Brown,Knee,Unknown,Practice,Unknown,2020-10-09,2020-11-25,2020
11886,Deatrich Wise Jr.,Hand,Unknown,Practice,Unknown,2020-11-05,2020-11-25,2020
11886,Deatrich Wise Jr.,Knee,Unknown,Practice,Unknown,2020-11-05,2020-11-25,2020
10749,De'Vondre Campbell,Calf,Soft Tissue,Game,Unknown,2020-11-16,2020-11-25,2020
9482,Mitch Morse,Brain,Unknown,Game,Concussion,2020-11-04,2020-11-25,2020
7911,John Simon,Elbow,Unknown,Practice,Unknown,2020-11-05,2020-11-25,2020
8696,Allen Robinson II,Knee,Unknown,Unknown,Unknown,2020-11-12,2020-11-25,2020
10699,Carl Nassib,Ankle,Unknown,Game,Unknown,2020-11-18,2020-11-25,2020
10791,LeShaun Sims,Brain,Nervous System,Unknown,Concussion,2020-11-12,2020-11-25,2020
5556,Jerry Hughes,Foot,Unknown,Game,Unknown,2020-10-28,2020-11-25,2020
46454,John Wolford,Neck,Unknown,Game,Unknown,2021-01-12,2021-02-14,2020
7796,Kenny Vaccaro,Neck,Unknown,Unknown,Unknown,2020-11-19,2020-11-25,2020
7064,Casey Hayward Jr.,Ankle,Unknown,Game,Unknown,2020-11-18,2020-11-25,2020
8769,Brent Urban,Thumb,Unknown,Unknown,Unknown,2020-11-12,2020-11-25,2020
8769,Brent Urban,Shin,Unknown,Unknown,Unknown,2020-11-12,2020-11-25,2020
8520,Jack Doyle,Brain,Nervous System,Game,Concussion,2020-11-09,2020-11-25,2020
51674,Nicholas Morrow,Knee,Unknown,Game,Unknown,2020-11-18,2020-11-25,2020
6158,Julio Jones,Hamstring,Soft Tissue,Game,Unknown,2020-11-25,2021-02-14,2020
9455,Bud Dupree,Knee - ACL,Soft Tissue,Game,Tear,2020-11-29,2021-02-14,2020
41651,Jonah Williams,Knee,Unknown,Game,Unknown,2020-12-09,2021-02-14,2020
50714,Jason Cabinda,Ankle,Unknown,Game,Unknown,2020-09-16,2020-09-22,2020
46298,Elgton Jenkins,Ankle,Unknown,Game,Unknown,2020-09-16,2020-09-22,2020
91014,Donald Parham Jr.,Unknown Illness,Infectious,Unknown,Infection,2020-09-16,2020-09-22,2020
7064,Casey Hayward Jr.,Knee,Unknown,Game,Unknown,2020-09-16,2020-09-22,2020
11901,George Kittle,Knee,Unknown,Game,Unknown,2020-09-16,2020-10-09,2020
2148,Jason Peters,Knee,Unknown,Game,Unknown,2020-09-16,2020-10-31,2020
7803,Desmond Trufant,Hamstring,Soft Tissue,Game,Unknown,2020-09-16,2020-11-14,2020
11799,Gerald Everett,Back,Unknown,Game,Unknown,2020-09-16,2020-09-22,2020
12303,Zach Pascal,Ankle,Unknown,Game,Unknown,2020-09-16,2020-09-22,2020
5538,Brandon Graham,Brain,Nervous System,Game,Concussion,2020-09-16,2020-09-20,2020
10144,Daniel Brown,Hamstring,Soft Tissue,Game,Unknown,2020-09-16,2020-09-22,2020
46375,Geron Christian,Knee,Unknown,Practice,Unknown,2020-10-22,2021-02-14,2020
9875,B.J. Finney,Back,Unknown,Unknown,Unknown,2020-12-03,2020-12-10,2020
8768,Nevin Lawson,Knee,Unknown,Unknown,Unknown,2020-12-09,2020-12-14,2020
8768,Nevin Lawson,Ankle,Unknown,Unknown,Unknown,2020-12-09,2020-12-14,2020
26104,KhaDarel Hodge,Hamstring,Soft Tissue,Unknown,Unknown,2020-12-03,2020-12-31,2020
9809,Xavier Williams,Back,Unknown,Unknown,Unknown,2020-12-03,2020-12-17,2020
4364,Calais Campbell,Calf,Soft Tissue,Game,Strain,2020-11-11,2021-01-06,2020
40847,Jesse Brown,Wrist,Unknown,Unknown,Unknown,2020-11-22,2020-12-23,2020
83111,Rachad Wildgoose,Unknown,Infectious,Unknown,Infection,2020-11-18,2020-11-27,2020
98879,Lewis Cine,Brain,Nervous System,Unknown,Concussion,2020-11-15,2020-11-27,2020
78141,Malik Knowles,Unknown Lower Body,Unknown,Unknown,Unknown,2020-11-09,2020-11-27,2020
57373,Chuba Hubbard,Unknown Leg,Unknown,Unknown,Unknown,2020-11-08,2020-11-27,2020
100803,Ahofitu Maka,Hand,Unknown,Unknown,Unknown,2020-11-16,2020-11-27,2020
100835,Oscar Adaway III,Hand,Unknown,Unknown,Unknown,2020-10-28,2020-11-27,2020
77843,Kolby Harvell-Peel,Unknown Head and Neck,Unknown,Unknown,Unknown,2020-11-02,2020-11-27,2020
81525,Scale Igiehon,Ankle,Unknown,Unknown,Unknown,2020-11-15,2020-11-27,2020
81553,Donovan Laie,Unknown Leg,Unknown,Unknown,Unknown,2020-11-16,2020-11-27,2020
66123,Isaiah Bowser,Pectoral,Unknown,Unknown,Unknown,2020-11-07,2020-11-27,2020
77125,Alan Tisdale,Unknown,Infectious,Unknown,Infection,2020-11-16,2020-11-27,2020
122142,Bryan Bresee,Knee,Unknown,Game,Unknown,2020-11-09,2020-11-27,2020
83175,Jamien Sherwood,Foot,Unknown,Unknown,Unknown,2020-11-02,2020-11-27,2020
47188,Briley Moore,Back,Unknown,Unknown,Unknown,2020-11-01,2020-11-27,2020
55555,Brett Neilon,Ankle,Soft Tissue,Unknown,Sprain,2020-11-09,2020-11-27,2020
56504,Phidarian Mathis,Unknown Leg,Unknown,Unknown,Unknown,2020-11-02,2020-11-27,2020
57036,Brandon Pili,Finger,Skeletal,Unknown,Fracture,2020-11-09,2020-11-27,2020
11821,Ahkello Witherspoon,Brain,Nervous System,Game,Concussion,2020-09-16,2020-09-22,2020
58530,John Ojukwu,Unknown Leg,Unknown,Unknown,Unknown,2020-11-15,2020-11-27,2020
43369,Eric Burrell,Ankle,Unknown,Unknown,Unknown,2020-11-16,2020-11-27,2020
42322,Riley Lees,Unknown Upper Body,Unknown,Unknown,Unknown,2020-11-01,2020-11-27,2020
40445,Tre Nixon,Collarbone,Unknown,Unknown,Unknown,2020-10-25,2020-11-27,2020
99229,George Pickens,Unknown Upper Body,Unknown,Unknown,Unknown,2020-11-01,2020-11-27,2020
56718,Donovan Jeter,Unknown Lower Body,Unknown,Unknown,Unknown,2020-11-16,2020-11-27,2020
51028,Frankie Luvu,Neck,Unknown,Game,Unknown,2020-09-16,2020-09-22,2020
77095,Wendell Davis Jr.,Unknown Lower Body,Unknown,Unknown,Unknown,2020-10-25,2020-11-27,2020
83903,Talanoa Hufanga,Thigh,Unknown,Unknown,Unknown,2020-11-16,2020-11-27,2020
72208,Jude Wolfe,Ankle,Unknown,Unknown,Unknown,2020-11-16,2020-11-27,2020
8853,T.J. Carrie,Shoulder,Unknown,Game,Unknown,2021-01-05,2021-02-14,2020
8853,T.J. Carrie,Ankle,Unknown,Game,Unknown,2021-01-05,2021-02-14,2020
123000,Jordan Addison,Unknown,Infectious,Unknown,Infection,2020-11-22,2020-12-02,2020
84089,Slade Bolden,Ankle,Unknown,Unknown,Unknown,2020-11-23,2020-12-02,2020
32933,Britain Covey,Hamstring,Soft Tissue,Unknown,Unknown,2020-11-25,2020-12-02,2020
99691,Jared Wayne,Unknown,Infectious,Unknown,Infection,2020-11-22,2020-12-02,2020
32819,Trace McSorley,Knee,Unknown,Game,Unknown,2020-12-14,2021-02-14,2020
47216,Tommy Sweeney,Heart,Cardiovascular,Non Football Related,Myocarditis,2020-11-23,2021-02-14,2020
48327,A.J. Brown,Hip,Unknown,Unknown,Unknown,2020-12-03,2020-12-09,2020
44889,Khari Blasingame,Shoulder,Unknown,Unknown,Unknown,2020-12-03,2020-12-09,2020
48600,Harold Landry III,Unknown Illness,Infectious,Unknown,Unknown,2020-12-03,2020-12-09,2020
49048,Justin Reid,Thumb,Soft Tissue,Game,Tear,2020-12-13,2021-02-14,2020
49348,Kevin Toliver II,Knee - ACL,Soft Tissue,Game,Tear,2020-12-13,2021-02-14,2020
57488,Jonathan Taylor,Shoulder,Unknown,Game,Unknown,2021-01-05,2021-02-14,2020
59704,Isaiah Wilson,Unknown Illness,Infectious,Unknown,Unknown,2020-12-03,2021-02-14,2020
48553,Kylie Fitts,Wrist,Unknown,Game,Unknown,2020-09-16,2020-09-22,2020
10640,Ronnie Stanley,Hip,Unknown,Game,Unknown,2020-09-16,2020-09-21,2020
29539,Justin Jackson,Quadricep,Soft Tissue,Game,Unknown,2020-09-16,2020-10-09,2020
8641,Jake Matthews,Knee,Unknown,Game,Unknown,2020-09-16,2020-09-28,2020
7062,Kelechi Osemele,Knee,Unknown,Game,Unknown,2020-09-16,2020-09-21,2020
11918,Matt Milano,Hamstring,Soft Tissue,Game,Unknown,2020-09-16,2020-09-28,2020
11775,Garett Bolles,Elbow,Unknown,Game,Unknown,2020-09-16,2020-09-28,2020
42134,Tyrie Cleveland,Hip,Unknown,Game,Unknown,2020-09-16,2020-09-28,2020
41933,Albert Okwuegbunam,Hip,Unknown,Game,Unknown,2020-09-16,2020-09-28,2020
9467,Donovan Smith,Knee,Unknown,Game,Unknown,2020-09-16,2020-09-28,2020
8726,John Brown,Foot,Unknown,Game,Unknown,2020-09-16,2020-09-28,2020
8520,Jack Doyle,Knee,Unknown,Game,Unknown,2020-09-16,2020-09-28,2020
8520,Jack Doyle,Ankle,Unknown,Game,Unknown,2020-09-16,2020-09-28,2020
10848,Elandon Roberts,Brain,Nervous System,Game,Concussion,2020-09-16,2020-09-28,2020
43498,Carter Coughlin,Hamstring,Soft Tissue,Game,Unknown,2020-09-16,2020-09-28,2020
8006,Nick Williams,Shoulder,Unknown,Game,Unknown,2020-09-16,2020-09-28,2020
7891,David Bakhtiari,Knee - ACL,Soft Tissue,Practice,Tear,2020-12-31,2021-11-11,2020
46271,Justin Herron,Ankle,Unknown,Game,Unknown,2020-12-16,2021-02-14,2020
50458,Sheldrick Redwine,Knee,Unknown,Practice,Unknown,2020-11-26,2020-12-10,2020
45859,Travis Homer,Wrist,Unknown,Practice,Unknown,2020-11-26,2020-12-10,2020
46752,Nick Harris,Ankle,Unknown,Unknown,Unknown,2020-11-27,2020-12-10,2020
9561,Jon Feliciano,Foot,Unknown,Unknown,Unknown,2020-12-03,2020-12-15,2020
57279,Clyde Edwards-Helaire,Unknown Illness,Infectious,Unknown,Unknown,2020-12-03,2020-12-16,2020
8880,Charles Leno Jr.,Toe,Unknown,Practice,Unknown,2020-11-26,2020-12-16,2020
11927,Isaiah McKenzie,Ankle,Unknown,Game,Unknown,2021-01-05,2021-01-12,2020
32565,Jakob Johnson,Knee,Unknown,Unknown,Unknown,2020-12-03,2020-12-16,2020
48553,Kylie Fitts,Unknown,Unknown,Game,Unknown,2020-12-22,2021-02-14,2020
90621,Kyle Dugger,Toe,Unknown,Practice,Unknown,2020-11-26,2020-12-16,2020
42845,Terrell Lewis,Knee,Soft Tissue,Practice,Swelling,2020-11-26,2020-12-16,2020
57212,D'Andre Swift,Unknown Illness,Infectious,Unknown,Unknown,2020-12-03,2020-12-16,2020
8651,Zack Martin,Calf,Soft Tissue,Unknown,Unknown,2020-12-03,2021-02-14,2020
51220,Steven Parker,Ankle,Unknown,Game,Sprain,2020-12-03,2021-01-02,2020
50291,Marcus Davenport,Brain,Unknown,Unknown,Unknown,2020-12-03,2020-12-16,2020
8378,Brandon Copeland,Knee,Unknown,Game,Unknown,2020-09-16,2020-09-25,2020
8701,Morgan Moses,Groin,Soft Tissue,Unknown,Unknown,2020-12-03,2020-12-16,2020
9531,Steven Nelson,Knee,Unknown,Unknown,Unknown,2020-12-03,2020-12-17,2020
50430,Emmanuel Moseley,Hamstring,Soft Tissue,Unknown,Unknown,2020-12-03,2020-12-22,2020
26940,D.J. Reed,Foot,Unknown,Practice,Unknown,2020-11-26,2020-12-24,2020
48233,Isaiah Johnson,Groin,Soft Tissue,Unknown,Unknown,2020-12-03,2020-12-24,2020
25512,J.J. Taylor,Quadricep,Soft Tissue,Practice,Unknown,2020-11-26,2020-12-30,2020
46601,Josh Allen,Ankle,Unknown,Unknown,Unknown,2020-12-03,2020-12-30,2020
46601,Josh Allen,Knee,Unknown,Unknown,Unknown,2020-12-03,2020-12-30,2020
49558,Denzel Ward,Calf,Soft Tissue,Practice,Unknown,2020-11-26,2020-12-30,2020
46249,Joe Noteboom,Back,Unknown,Game,Unknown,2021-01-05,2021-01-12,2020
10211,Chris Manhertz,Shoulder,Unknown,Practice,Unknown,2020-11-05,2020-11-25,2020
49206,Ronnie Harrison,Knee,Unknown,Practice,Unknown,2020-11-26,2020-11-27,2020
27064,Jack Driscoll,Knee,Unknown,Practice,Unknown,2020-11-26,2020-12-02,2020
31342,George Odum,Knee,Unknown,Practice,Unknown,2020-11-28,2020-12-02,2020
31342,George Odum,Knee,Unknown,Unknown,Unknown,2020-11-27,2020-12-02,2020
11820,Larry Ogunjobi,Ankle,Unknown,Practice,Unknown,2020-11-26,2020-12-02,2020
49949,Jerry Tillery,Groin,Soft Tissue,Unknown,Unknown,2020-11-27,2020-12-02,2020
34207,Jovante Moffatt,Unknown Illness,Infectious,Unknown,Unknown,2020-11-26,2020-12-02,2020
45953,Josh Jacobs,Hip,Unknown,Practice,Unknown,2020-11-26,2020-12-02,2020
48567,Malik Reed,Ankle,Unknown,Practice,Unknown,2020-11-26,2020-12-02,2020
6118,Andrew Sendejo,Groin,Soft Tissue,Practice,Unknown,2020-11-26,2020-12-02,2020
11769,Derek Barnett,Knee,Unknown,Practice,Unknown,2020-11-26,2020-12-02,2020
8785,Aaron Lynch,Shoulder,Unknown,Unknown,Unknown,2020-11-27,2020-12-02,2020
47809,Marquez Valdes-Scantling,Achillies,Soft Tissue,Practice,Unknown,2020-11-26,2020-12-02,2020
39462,Boston Scott,Abdomen,Unknown,Practice,Unknown,2020-11-26,2020-12-02,2020
9555,Za'Darius Smith,Ankle,Unknown,Unknown,Unknown,2020-12-03,2021-01-20,2020
57784,Luke Price,Knee - ACL,Soft Tissue,Unknown,Tear,2020-09-03,2021-02-01,2020
43467,Bopete Keyes,Ankle,Unknown,Practice,Unknown,2020-11-26,2020-12-04,2020
7181,Tom Compton,Brain,Nervous System,Unknown,Concussion,2020-11-27,2020-12-04,2020
122618,TJ Smith,Knee - ACL,Soft Tissue,Unknown,Tear,2020-10-26,2021-02-01,2020
6179,Jimmy Smith,Hip,Unknown,Game,Unknown,2020-09-16,2020-09-21,2020
6207,Rodney Hudson,Knee,Unknown,Unknown,Unknown,2020-12-03,2020-12-09,2020
123879,Trevor Hobbs,Knee - PCL,Soft Tissue,Unknown,Tear,2020-09-07,2021-02-01,2020
122928,Justin Harrington,Knee - ACL,Unknown,Unknown,Unknown,2020-08-28,2021-02-01,2020
75888,Sean Chambers,Fibula,Skeletal,Unknown,Fracture,2020-10-26,2021-02-01,2020
97195,Tyjae Spears,Knee - ACL,Soft Tissue,Unknown,Tear,2020-10-05,2021-02-01,2020
9452,Cameron Erving,Knee - MCL,Soft Tissue,Unknown,Sprain,2020-12-03,2021-02-14,2020
9478,Eric Kendricks,Calf,Soft Tissue,Unknown,Unknown,2020-12-03,2021-02-14,2020
9579,Stefon Diggs,Oblique,Soft Tissue,Game,Unknown,2021-01-05,2021-02-14,2020
10792,Brandon Shell,Ankle,Unknown,Practice,Unknown,2020-11-26,2021-02-14,2020
11781,Takk McKinley,Groin,Soft Tissue,Unknown,Unknown,2020-11-27,2021-02-14,2020
39805,Cody Ford,Knee - Meniscus,Soft Tissue,Unknown,Tear,2020-11-27,2021-02-14,2020
45110,Sua Opeta,Back,Soft Tissue,Practice,Swelling,2020-11-28,2021-02-14,2020
49805,Natrez Patrick,Groin,Soft Tissue,Game,Unknown,2021-01-05,2021-02-14,2020
6174,Anthony Castonzo,Oblique,Soft Tissue,Unknown,Unknown,2020-09-09,2020-09-17,2020
28991,Richie James,Hamstring,Soft Tissue,Game,Unknown,2020-09-16,2020-10-17,2020
56444,Yetur Gross-Matos,Eye,Nervous System,Practice,Trauma,2020-09-16,2020-09-28,2020
24606,Antony Auclair,Calf,Soft Tissue,Game,Unknown,2020-09-16,2020-10-31,2020
59818,Mekhi Becton,Knee,Unknown,Game,Unknown,2020-09-16,2020-10-08,2020
49753,Cole Holcomb,Knee,Unknown,Game,Unknown,2020-09-16,2020-10-15,2020
10637,Joey Bosa,Tricep,Soft Tissue,Game,Unknown,2020-09-16,2020-10-24,2020
7792,D.J. Fluker,Ankle,Unknown,Unknown,Unknown,2020-12-03,2020-12-10,2020
2148,Jason Peters,Toe,Unknown,Practice,Unknown,2020-11-28,2020-12-02,2020
46226,Jamarco Jones,Unknown Illness,Infectious,Unknown,Unknown,2020-11-28,2020-12-02,2020
49537,Madre Harper,Knee,Unknown,Unknown,Unknown,2020-12-09,2021-01-02,2020
7008,Robert Griffin III,Hamstring,Soft Tissue,Game,Unknown,2020-12-03,2021-01-31,2020
57987,Willie Gay,Knee - Meniscus,Soft Tissue,Game,Tear,2021-01-13,2021-02-14,2020
43034,Charvarius Ward,Hand,Skeletal,Game,Fracture,2020-09-16,2020-10-29,2020
7940,Luke Willson,Unknown Illness,Infectious,Unknown,Unknown,2020-11-28,2020-12-04,2020
10638,Ezekiel Elliott,Hamstring,Soft Tissue,Game,Strain,2020-11-04,2020-12-03,2020
48228,Tre'Quan Smith,Brain,Unknown,Game,Unknown,2020-11-18,2020-11-25,2020
84148,Gunner Romney,Unknown Head and Neck,Unknown,Unknown,Unknown,2020-12-08,2021-02-01,2020
55734,Greg Johnson,Knee - Meniscus,Soft Tissue,Unknown,Tear,2020-12-08,2021-02-01,2020
78603,Teon Dollard,Unknown Leg,Unknown,Unknown,Unknown,2020-12-12,2021-02-01,2020
60256,Kayden Lyles,Knee,Unknown,Unknown,Unknown,2020-12-07,2021-02-01,2020
123245,Carson Collins,Unknown Leg,Unknown,Unknown,Unknown,2020-12-08,2021-02-01,2020
83660,Malcolm Davidson,Foot,Unknown,Unknown,Unknown,2020-12-09,2021-02-01,2020
98122,Myles Farmer,Unknown Leg,Unknown,Unknown,Unknown,2020-12-09,2021-02-01,2020
98366,Connor Genal,Wrist,Unknown,Unknown,Unknown,2020-12-08,2021-02-01,2020
98508,Jared Wiley,Shoulder,Unknown,Unknown,Unknown,2020-12-07,2021-02-01,2020
98501,Ryland Goede,Shoulder,Unknown,Unknown,Unknown,2020-12-09,2021-02-01,2020
11981,David Moore,Hip,Unknown,Practice,Unknown,2020-11-28,2020-12-09,2020
37492,Davontae Harris,Thigh,Unknown,Unknown,Unknown,2020-12-03,2020-12-10,2020
48362,Jaylon Ferguson,Unknown Illness,Infectious,Unknown,Unknown,2020-12-03,2020-12-10,2020
28854,DeShon Elliott,Ankle,Unknown,Unknown,Unknown,2020-12-03,2020-12-10,2020
28854,DeShon Elliott,Knee,Unknown,Unknown,Unknown,2020-12-03,2020-12-10,2020
11868,Rayshawn Jenkins,Neck,Unknown,Unknown,Unknown,2020-12-09,2020-12-14,2020
7064,Casey Hayward Jr.,Hamstring,Soft Tissue,Unknown,Unknown,2020-12-09,2020-12-14,2020
42130,Ian Thomas,Knee,Unknown,Practice,Unknown,2020-12-11,2020-12-15,2020
